Integration Type,Language,Sentiment,Categories,Text
google_mybusiness,eng,1,food,Really good tapas-style Indian food.
google_mybusiness,eng,1,food,Lovely food.
google_mybusiness,eng,1,experience;food,Excellant restaurant & the Best pork & Duck in london
google_mybusiness,nld,1,value;food,"Fijne plek, lekkere speciale burgers. De optie glutenvrije burger + hamburger (tegen meerprijs) was makkelijk te bestellen, medewerker was goed op de hoogte. Prijs is wat hoog, maar de kwaliteit evenzo. Genoten!"
google_mybusiness,fra,-1,service,"Service détestable.  Nous avons commandé à 13h45, il est 14h48 et nous ne sommes toujours pas servis. Pire, après une heure d'attente les serveurs viennent nous redemander notre commande et la cuisson !!!! Simplement inadmissible !!!!!"
google_mybusiness,nld,1,food,Heel erg lekkere burgers
google_mybusiness,fra,1,food;service,Terrasse très sympa ! Service très sympa aussi. Possible de prendre à emporter. J'ai essayé une nouveauté indienne délicieuse !!! Je reviendrais !!!
google_mybusiness,dan,1,food;service,"Relaxed staff, good service, great food. Always enjoy"
google_mybusiness,eng,1,service,"The folk serving was nice and kind. The food was tasteful as well, definitely will be going back there. Enjoy it alot."
google_mybusiness,fra,0,food;service,"Le burger et la bière étaient très bon. Par contre si vous me permettez un conseils:pe'da't l'heure de dejeuner 2 serveuses ne sont pas suffisantes.... Bcp d'attente pour avoir une table, pour avoir une carte, pour passer la commande, etc etc... Bon courage et bcp patience à vous !"
google_mybusiness,nld,1,food;service,Vriendelijke en snelle serviceLekker eten
google_mybusiness,eng,1,food,Best hamburger ever : the 'Meatlover'
google_mybusiness,eng,1,food;service,Nice staff and location. Burger was really nice. 👌 prices was ok.
google_mybusiness,nld,1,environment;reputation,Heel goede bowling
google_mybusiness,fra,1,environment,Super ambiance surtout la nuit/soir
facebook,fra,1,environment;family_friendly,Un endroit magnifique pour la familles
google_mybusiness,eng,1,environment,Great place to chill
formitable,nld,-1,food;reputation,"Hi,Het was gisteren mijn allereerste keer in een vegetarisch restaurant. Veganistisch was het zelfs. Als fervent restaurant bezoeker, denk ik te weten dat er heel veel mogelijk is met eten. Zelfs zonder dierlijke producten. Om die reden was ik ook niet echt bang dat er iets zou missen, enkel omdat het een vegan restaurant is. Ik moet echter toegeven, dat ik wel wat gemist heb. Het hoofdgerecht was een halve bloemkool met groente eromheen. Dat was toch wel een kleine teleurstelling. Er is toch, zelfs of wellicht zeker, meer mogelijk dan enkel een halve bloemkool als hoofdgerecht. Ik had graag een ""WOW!"" ervaring gehad, die me had doen twijfelen waarom ik ooit vlees of vis gegeten heb. Helaas is dit niet het geval.Vriendelijke groet & veel succes!Marco"
instagram,nld,1,innovation;reputation,"Ik ben super blij en trots want vanaf vandaag hangt mijn kunst in restaurant bijalbrecht in hartje Eindhoven! Wat een eer om mijn kunst te kunnen laten zien op een plek waar duurzaamheid en veganisme met zo veel passie samen komen. Dit veganistische restaurant is de plek om bewust, duurzaam en gezond te eten. En het is er ook nog eens super gezellig kan ik je zeggen. Manfred en Bernadette, dankjulliewel! #veganrestauranteindhoven #vegankunstexpo #veganuitje #veganrestaurant #vegankunst"
instagram,nld,1,food;reputation,Vorig weekend genoten van een veganistisch 4-gangen diner bij bijalbrecht! Zeker een aanrader als je in de buurt van Eindhoven bent 😋⠀#whatieat #whatsfordinner #vegetarian #veggie #vegetarianfood #vegetariansofig #whatvegetarianseat⠀#vegetarianfoodshare #vegetarisch #watetenwevanavond #watetenwevandaag #avondeten #avondeteninspiratie #foodoftheday #whatnomeat #receptvandedag #recept #recepten⠀#healthyfood #plantbased #vegan #veganfoodshare #whatveganseat #bijalbrecht  #bijalbrechtfoodexperience #eindhoven #ehv #restaurant
instagram,nld,1,food,"Salsify, how lovely... accomplished with chicory #veganstrong #vegan2019 #veganhealth #veganfoodprep #veganmeals #veggies #vegandelicious #foodprep #veganuary #dinner #taste #delicious #addicted #vegetables #vegandutch #vegatarisch #lekker #easy #vegansofinsta #veganbowl #happy #healthy #eatvegan #plantbaseddinner #plantbasedfood #Healthyfoodshare #veganworldshare #yummie #beyondmeat #bijalbrecht bijalbrecht"
instagram,nld,1,food,"Eindelijk mocht ik gaan genieten van mijn verjaardagsetentje bij bijalbrecht 🎂 We kozen voor een viergangen-verrassingsmenu en kregen heerlijke gerechtjes 🤗• Voor: ‘steak tomaat’ met ‘kaviaar’ 🍅• Tussen: tom kha kai soep 🍵• Hoofd: iets met groentes & aardappels 🥔• Dessert: salted caramel, fruit & mousse met banaan 🍌"
instagram,nld,1,food,"Rettich in coconut soup, very sweet spicy and sour#veganstrong #vegan2019 #veganhealth #veganfoodprep #veganmeals #veggies #vegandelicious #foodprep #veganuary #dinner #taste #delicious #addicted #vegetables #vegandutch #vegatarisch #lekker #easy #vegansofinsta  #happy #healthy #eatvegan #plantbaseddinner #plantbasedfood #Healthyfoodshare #veganworldshare #yummie #beyondmeat bijalbrecht"
instagram,nld,1,food;reputation,"Absolutely yummy!!! 100% vegan and 100% haute cuisine. Spectaculair restaurant in Eindhoven Knolselderij, mousse, bospaddestoel #veganstrong #vegan2019 #veganhealth #veganfoodprep #veganmeals #veggies #vegandelicious #foodprep #veganuary #dinner #taste #delicious #addicted #vegetables #vegandutch #vegatarisch #lekker #easy #vegansofinsta #happy #healthy #eatvegan #plantbaseddinner #plantbasedfood #Healthyfoodshare #veganworldshare #yummie #beyondmeat bijalbrecht"
instagram,nld,1,food,"Perfect 100%vegan dinner! Excellent flavours, all natural and amazing haute cuisine from Holland.We loved it! #veganstrong #vegan2019 #veganhealth #veganfoodprep #veganmeals #veggies #vegandelicious #foodprep #veganuary #dinner #taste #delicious #addicted #vegetables #vegandutch #vegatarisch #lekker #easy #vegansofinsta #happy #healthy #eatvegan #plantbaseddinner #plantbasedfood #Healthyfoodshare #veganworldshare #yummie #beyondmeat bijalbrecht"
instagram,nld,1,reputation,Gisteravond super lekker gegeten bijalbrecht ! #vegan #aanrader #eindhoven
instagram,nld,1,food;reputation,Gister van een heerlijke plant based food experience mogen genieten bijalbrecht met jarige ilsevdwouw
formitable,nld,1,food,"Met zorg opgemaakte borden, smaaksensatie, echt super"
facebook,nld,1,food,Zeldzaam lekker gegeten. Geen “makkelijke” vleesvervangers maar prachtige gerechten met groentes. Bijzonder & smaakvol
formitable,nld,1,service;food,"We hebben heerlijk gegeten en werden vriendelijk bediend. Lekker, met oog voor detail en schitterend opgemaakte borden. Het uitserveren van de gangen was heel goed getimed. Als ik zo veganistisch kan leren koken, dat lijkt me geweldig!! We komen zeker terug!!"
formitable,nld,1,innovation;food,"Het was echt fantastisch!Een  smaakbeleving , artistiek, kleur heel verrassend!"
instagram,nld,1,food,Hapje eten ter ere van Annelies verjaardag 🥳#vegan #dinner #yummy
instagram,eng,1,food;innovation,Look at these beautiful Vegan plates 🥦🍆🍠 So colorful it maken me happy 🤩#vegan #colorful #foodexperience #beautifuldishes #healthyfood
formitable,nld,1,food;innovation,Mijn eerste ervaring met een vegan restaurant en het was een top ervaring! Heerlijke gegeten. Gekozen voor de 3-course Food Experience en iedere gang was prachtig opgemaakt en smaakte verrukkelijk.
formitable,nld,1,food;innovation;service,"Altijd weer genieten van de verrassende gerechten met mooie kleuren, fijne smaken, zeer diverse textuur, prettig geserveerd. Dat het ook nog gezond en duurzaam is, dat maakt het helemaal af. Veel succes met de verbouwing!!!"
formitable,nld,1,innovation;food,"Als fervente vleeseter was dit mijn eerste veganische ervaring en het is me geweldig meegevalle. Vriendelijke bediening, het eten was zowel visueel als smaak fantastisch! We zijn zonder honger naar buiten gegaan ;).Een welverdiende 9/10! Doe zo verder"
google_mybusiness,eng,1,food,Perfect place for an organic snack or meal. Try the hamburger.
google_mybusiness,eng,1,food,If you think that burger has to necessarily consist of meat you are totally wrong!!! 🙂 Just visit the Greenway in Gent and check yourself ! Amazing veggie food in the form of BURGER or WRAP. 👍 Will be back soon 🤞
google_mybusiness,fra,1,food,Du vegan savoureux!!!!
google_mybusiness,fra,1,food;environment,Burger bon mais sans plus....cher car tout est en supplément. Pas de choix de salade. L emplacement et le cadre est top!
google_mybusiness,und,1,food,Lekker!
google_mybusiness,fra,1,food;service,"Lieu adorable. Siège comfortable, en été la terrasse est grande, un personnel accueillant/ouvert/aimable et pour terminer la nourriture est bonne. Je ne peux qu'être contente..."
google_mybusiness,dan,1,food;service,"Best burger I had, friendly staff, good atmosphere."
google_mybusiness,eng,1,food,Nice and tasty
google_mybusiness,fra,-1,food,Vraiment plus que terrible !Commander un Burger avec frites a plus de 20€ et recevoir presque de la ***** et un cocktail fruit de passions  7.50 qui ne goûte rien ...Dommage
google_mybusiness,deu,1,food,Great burgers
google_mybusiness,nld,-1,food;service,"De non alcohol drink was eerder smaakloos, the chicken was oké maar het duurde nogal lang, de strategie van eerst de drank te bestellen om zo nog een tweede te verkopen was duidelijk niet aanwezig... De zitjes waren basic, verry basic... De bediening stond erbij en keek er naar, duidelijk geen opleiding, besluit: goed voor één keer, maar dan ook weer niet zo slecht 😏😒©️😎"
google_mybusiness,nld,-1,value,Zeer duur voor wat het is... Geen aanrader. Wel vriendelijk
facebook,nld,1,food,"T'spreekt mij daar aan, alz die hamburgers he"
google_mybusiness,fra,1,food;service,Goede burgers en ondanks de drukte snelle service.
google_mybusiness,nld,-1,food;service,"3 frisdrankjes besteld. Super lang op moeten wachten, ze zaten niet eens vol. Personeel werkt te traag."
google_mybusiness,nld,-1,service,Traagste bediening van Leuven
google_mybusiness,nld,-1,service,Bediening heeft het moeilijk
google_mybusiness,eng,1,food;service,One of my several visits of this restaurant chain in Belgium. Service was always very professional and nice (even people who obviously do it for the first time). Vegan burgers are great and everything is reasonably priced. A great place to go to get stuffed.:) Oh and now they have the Beyond burger!
google_mybusiness,eng,1,food;service,Nice burger place to go to with kids. The burgers are good and the staff is friendly.
google_mybusiness,eng,-1,service,Too long time to wait for take away
google_mybusiness,nld,1,food;environment,Lekkere burgers in een leuk concept
google_mybusiness,fra,-1,food,Frites et burger qasi froid...très déçue rapport qualité /prix.
google_mybusiness,nld,1,service;food,"Super eten, goede bediening"
google_mybusiness,eng,1,food,Great burgers and awesome selection of beers
google_mybusiness,eng,1,food,"Had a nut burger for the first time, twas excellent."
google_mybusiness,nld,1,food;environment,geweldig hamburgerrestaurant maar ook de dessertjes zijn heerlijk  :-)fantastisch wij hebben vrijdag ook de speelhoek eens opgeruimd want die was redelijk slordig dus veel plezier met de opgeruimde speelhoek....
google_mybusiness,eng,1,experience;food;environment,"Leuke sfeer, lekker eten. Goed."
google_mybusiness,eng,-1,experience;value,Rip off! They put discretionary service charge 12.5% on the bill before the total. Take care... that is really a bad way of treating customers and getting tipp. The total has always to be without tipp. Then it is up to the customer to give tipp or not!
google_mybusiness,eng,1,experience;food;environment,Very good food!!!
google_mybusiness,spa,1,food;value,Super  lekkere pasta! Leuk concept. Uitgebreide persoonlijke keuzemogelijkheden.
google_mybusiness,und,1,food,Lekkerrr
google_mybusiness,nld,1,food;service,"Lekker en genoeg, maar onvriendelijke service."
google_mybusiness,eng,1,value;experience,Leuk concept dat je eigen pasta kan samen stellen en was zeer lekker
google_mybusiness,nld,1,food,Heel lekker gegeten
google_mybusiness,nld,0,service;food,"Terrasje met twee. Kwamen laat op de avond toe, om 21u30. Hoewel bij aankomst gecommuniceerd werd dat het restaurant sluit om 22u, konden we niet rustig eten. Al bij de bestelling gunden ze ons amper tijd. Dit werd logischerwijs wel gecompenseerd door een snelle bediening. De ober deed overigens wel zijn best deed om vriendelijk te blijven. Wel vermaande hij tot enkele keren toe dat het echt ging sluiten, dit bezorgde wat stress tijdens het eten. Er werd naast ons gewacht tot ons glas leeg was, wat toch wel een opgeblazen gevoel gaf aan de maag. Er blijft toch iemand in het restaurant voor afwas of kuiswerk. Waarom de mensen zo opjagen? De rest van onze schotel kregen we wel netjes mee naar huis. Het heeft nog gesmaakt, want het was op en top lekker en speciaal voor pastagerecht."
google_mybusiness,eng,1,environment;food,A truly nice place! I highly recommend it!
instagram,cat,1,environment,🍝🍷........#brugge #pasta #bavet #bruges #belgium #instatravel #instapassport
instagram,eng,1,environment,Eating pasta 🍝 can be messy - It is very important to do it properly 😋#food #yummy #happygirl #mypic #instagood #instacool #goodvibes #lovefood #me #pasta #enjoyinglife #bestoftheday #photooftheday #smile #weekendvibes #foodjunkie #lifestyleblogger #blog #tasty bavet_spaghetti #spaghetti #fun #apron #טעים #פסטה #אוכל #כיף #חמישישמח #תמונה #שלי #חיוך
google_mybusiness,nld,1,food;environment,Super lekkere croqino's met volkoren speltmeel broodjes . Gezellige zaak
google_mybusiness,nld,0,food;innovation,"Leuk tentje, alleen vonden mijn vriend en ik de croqino's allebei niet zo lekker. Brood was droog, beleg nogal karig en ze zijn aardig aan de prijs, zeker gezien wat je er voor krijgt! Ik had de croqino met rauwe ham, pesto en mozzarella, maar rauwe ham zat er (bijna) niet op. Ook worden ze niet vers bereid, maar zo uit de vriezer opgewarmd. Jammer! Concept is super, alleen de uitvoering had veel beter gekunt."
google_mybusiness,fra,1,service;environment,"Accueil sympathique,lieu convivial et propre, pour un moment de détente"
google_mybusiness,nld,1,environment;food,"Gezellig zitten aan de Ajuinlei, lekkere en originele croques, vriendelijke bediening. Ook het interieur ziet er  heel gezellig uit. Perfect voor brunch/lunch. Hier kom ik zeker nog terug!"
google_mybusiness,nld,1,environment;food;service,"Gezellig aan het water lunchen, onder het genot van een drankje en o zo leuke/lekkere Croqino. Vriendelijk personeel, leuke extraatjes en een mooi ingerichte zaak."
google_mybusiness,fra,1,service,Accueil super sympa
facebook,nld,1,reputation;food;service,"Voor het eerst gisteren avond gekomen bij jullie voor een opteden in de kuursaal top locatie en heb heel lekker gegeten (kipsalade) meer dan voldoend , door het personeel super en vriendelijk bediend en niet lang moeten wachten , tot een volgende keer👍😉"
google_mybusiness,nld,1,food;service;environment,"Zeer lekker, veel keuze, leuk om te zitten en vriendelijke bediening. Wat meer wil je nog hebben"
google_mybusiness,tur,1,food,Güzel mekan turistik personel ilgili alkolsüz biraya dikkat tam alkolsüz değil az da olsa içinde alkol var benim gibi Alkol kullanmayanlar için yanıltıcı ola bilir 🤣 iyi tatiller
google_mybusiness,eng,1,food,"Burgers of exceptional quality and versatility, in a beautiful both indoors as well as outdoors sitting area. The price is reasonable, too."
google_mybusiness,eng,1,food;service,"(Detailed review below)Food - 4/5Ambience - 3/5Accessibility - 2/5Cost - 3/5Service - 4/5Food - The options for the burgers are really great! Always exciting to go to a gourmet burger restaurant and seeing what sort of special burgers are available! I ended up with the Guaco Waco Lamb burger which came looking a bit dry but was quite tasty! There were some condiments on the table (ketchup and  tabasco sauces) to help elevate the flavours if necessary. The sweet potato fries were good too and the better option to the plain fries, in my opinion.Ambience - The restaurant is quite nicely decorated; chequered tiles, motifs on the walls and has some influence of an American deli. It’s not quite cosy and is quite a long and narrow space. There are sitting areas outside but be mindful that people do smoke!Accessibility - The outside areas are accessible but there are steps leading into the restaurant and going towards the back dining area. Space is also quite tight.Cost - It’s slightly more expensive to experience the gourmet burgers if you do like your non-standard burgers, it’s certainly worth a stop to try them out!Service - Staff were friendly and helpful; we were sat outside and when the weather made a turn for the worse and they quickly moved our dishes to an available table inside."
google_mybusiness,swe,1,experience;food;environment,Väldigt god och fräsch mat. Mysigt ställe.
google_mybusiness,nld,1,food;service;environment,"Lekker eten, heel toffe bediening"
facebook,eng,1,environment,Top! Thanks!
google_mybusiness,nld,1,food;service,"Vascobelo is op de hoek van de Denneweg. Als ik in de buurt ben, ga ik er weleens lunchen. Ze serveren heerlijke koffie en scrumbled eggs met zalm of avocado. Mijn favoriet! Ook als het niet bij de lunch hoort, zijn ze toch bereid om het te maken."
google_mybusiness,deu,1,environment;food,"Entspannte Atmosphäre, super Kaffee und tolles Essen!"
google_mybusiness,eng,1,environment,High class quiet reading and grumpy service by youngh blast waitress
google_mybusiness,fra,1,food;service,Très bien mangé et charmantes serveuses
google_mybusiness,eng,1,experience;food;service;environment;reputation;innovation,Sensational new age Indian food in soho. Fantastic and attentive service and the food is awesome. The lamb and various 'kulcha' breads are a must
instagram,und,1,food,#hashtags
google_mybusiness,eng,1,experience;service,"Foods not for me but great quality and service. This certainly isn't your traditional take on Indian cuisine. Don't expect big portions of curry or rice, instead this is a bit fun little sharing plates with a twist. Think raw beef pavette or even duck heart! There are of more traditional options of course, the Kerelan fried chicken was insanely good. However I left slightly unsatisfied by the food, but not for a lack of quality, more personal preference. The service was great though and they really talk you through the menu and come across very friendly. Give it a go, it might be for you, it might not."
google_mybusiness,eng,1,food;environment;experience,"Such a cool place with delicious dishes. There were two of us and we ordered five small dishes and dessert. The foods are amazing. If you can, get a seat at the counter/bar where you can watch your meals get prepared!"
google_mybusiness,eng,1,food,Food was fantastic and reasonably priced for London... a table of 11 of us was under £500The Pig shoulder Vindaloo was excellent (although could have done with a little more source).....
google_mybusiness,eng,1,experience,"Wow, this was great!"
facebook,eng,1,environment,🎥🎥🎥 Throwback to our Afterwork & Opening event of Bavet Rue du Bailli. Great to see only good vibes in our newest location. Aftermovie by Alex Jouvikin with a wonderful vinyl touch by Mr Serge 78rpm DJ.#wearenotresponsibleforstainsonyourshirt #secondbestspaghetti #thebelgianway #belgianspaghetti #bavet #hittheroadjack #ruedubailli #afterwork
instagram,eng,1,environment,🎥🎥🎥 Throwback to our Afterwork & Opening event of Bavet Rue du Bailli. Great to see only good vibes in our newest location. Aftermovie by @jouvikin with a wonderful vinyl touch by Mr Serge.#wearenotresponsibleforstainsonyourshirt #secondbestspaghetti #thebelgianway #belgianspaghetti #bavet #hittheroadjack #ruedubailli #afterwork
instagram,eng,1,environment,"Incredible impression of today's Digue du Braek, approaching Phare de Jean Pol at the very end.The harbour and industry zone of Dunkirk are shielded by 2 massive piers 'Digue du Braek' - stretching Northeast - and ‘Jetée Clippon’ - stretching in the opposite direction.With the ocean on the left and old industry at the right, the Digue du Braek lays out a 7km concrete playground for runners or fishermen. #runthemarenostrum #ultra #ultrarunning #dronephotography #photography #coast #coastline #ultratrail  #trailrunning #running #trailrunner #dunkirk"
instagram,eng,1,environment,"TODAY's STAGE -> Stage 2 Dunkirk to Gravelines.64 years ago Dunkirk was the place where 336.000 English soldiers were saved from death by civilians, today it's France third's largest harbour. Those piers were conquered today by 3 brave men: Peter Van Praet, Christophe Morbee & Stefan Rosseel.Concrete jungle, labyrinth of stone and water and tomorrow's playground. Impressive!"
instagram,dan,1,food;environment;value,BAVET - Bruxelles 🍝I ate it all... #spaghetti #eat #happiness #bruxelles #bib #visitresto #vintage #headtohead #bolognese
google_mybusiness,eng,1,environment;food;value,Soooo Yummie
google_mybusiness,fra,1,food,Beaucoup moins bien qu'avant!!
google_mybusiness,nld,-1,service,"Personeel leek chaotisch... Duurde eerst lang vooraleer er iemand ons kwam bedienen, dan kwamen ze met 2 na elkaar... Plots werd ook terrasverwarming opgezet, terwijl het buiten bijna 30 graden was... Eten was oké"
google_mybusiness,nld,-1,value;food;service,Halve uur op terras gezeten waar is de ober??? Het was niet druk2 tafels maar eten is so so de prijs je betaalt de jackpot veel te duur heb wel lekkere burgers gegeten voor veel weiniger geld en de mix drank bestelt ook niet waar voor de geld klopt niet er zat niet alles in wat er in hoort🤨🤨prutsers
google_mybusiness,nld,1,food;service;value,Lekkere burgers aan democratische prijzen. Studentencombo (burger + frietjes aan 10€) is een aantrekkelijke optie voor studenten die lekker willen eten. Op vertoon van geldige studentenkaart.Snelle bediening en vriendelijk personeel.
google_mybusiness,nld,1,food,Zeer lekker
google_mybusiness,eng,1,food,Very good...
google_mybusiness,spa,1,food,Supers burgers
google_mybusiness,fra,1,food,Excellent burgers
google_mybusiness,eng,-1,food;service,"They are selling burgers, or how they call it, gourmet burgers. There are a few more in town that offer the same. I didn't like them because they are so dry, and you have to eat them with knive and fork because they are so big, which is a nuicense. Besides, if you are handicapped, make sure you have been to the toilet before. Else you won't get there."
google_mybusiness,nld,-1,service,"SLECHT!!!! Als het al teveel is om de bestelling te komen opnemen. Niet dat het druk was, met moeite halfvol. Ons zien ze daar niet meer."
google_mybusiness,nld,1,food,Weg met fastfood troep op de hoek! Ben jij ook op zoek naar een echte kwaliteitsburger  waar je nog weken over na wilt praten? Dan is Ellis jouw restaurant. Ook zijn de huisgemaakte dranken een echte aanrader. Ik kan het niet anders verwoorden!
google_mybusiness,nld,1,service;food;value,"Ik heb de beyond burger gegeten, een vegan burger die naar vlees smaakt. Deze was heerlijk! De bediening is ook heel vriendelijl! Als je een burger met frietjes eet is het wel redelijk duur en er zijn weinig groenten. Er was wel een studentencombinatie die goedkoper is, maar daar zat de beyond burger jammer genoeg niet bij."
google_mybusiness,fra,1,food;service,Service sympa..milkshake très bon..bravoo
google_mybusiness,fra,1,service,"Un peu surfait mais bien situé dans le centre de Leuven . Le service est moyen , les hamburgers sont moyens et les salades n'ont rien d'exceptionnel."
yelp,eng,-1,service,"Took 30min for someone to take my order and then they forgot my beer too. Took a while for the drinks and food to come. Actually got my appetizer before any drink. Got the blue cheese and rocket salad burger, fries, and asparagus appetizer. All were just okay. I was famished, so even okay should've tasted amazing. €13.5 burger, €4 fries, €5 appetizer, €3 beer equaled a little pricey for a burger night."
yelp,eng,1,service,Great experience at Ellis's! Our food as served fresh and hot in a timely manner and the staff was friendly and gave some awesome recommendations on what to order!
instagram,eng,1,food,#yumm #delicious #dinner #mechelen #belgium #chicken #poulet poule_poulette
google_mybusiness,nld,-1,food,Voor een plaats gespecialiseerd in kip moet de vol au vent en de ceasar salad gewoon beter.
google_mybusiness,eng,1,experience;food;service,Lovely mixed grill. Steak cooked to perfection.  Service good not too quick or too slow.
google_mybusiness,nld,-1,food,Een gebakken rijst besteld maar het was niet eetbaar!  Sour Ik heb nog nooit een gabkken rijst gegetem met sour smaakt. Bij het betalling Ik heb gemeld dat de gebakken rijst sour was. Zij hebben gezegd dat het met zoet sour sauce was maar het is wel niet gemeld in de menu  . Rijst niet gegeten maar ik moet wel €3.5 moeten betalen voor een eten die niet eetbaar is. Zeker dat het niet in hun menu gemeld dat het met zoet sour sauce was. Nooit meer in dit restaurant eten. Crispy chicken fillet  is splinter dun en geen smaakt.
facebook,nld,1,food;service,"Super lekker, zeer vriendelijke bediening."
facebook,nld,0,environment;food,Nice concept! tacos weren't real tacos
facebook,nld,-1,service;food,Zeer lang moeten wachten  van 19u15 tot 20 u 40 voor we o's eten kregen!!Tafels na ons eerder buiten dit gemeld!Ons eten kwam en toen was het nog eens koud ook!!65 Euro betaald en zeker het geld niet waard op die manier jammer!!!
facebook,eng,1,environment;food,Gezellige zaak en lekker eten!
google_mybusiness,eng,1,environment;food;service,"Fun environment, our kids enjoyed the 2nd level tables (like a trundle bed). Good service and tasty menu."
google_mybusiness,eng,1,food,Amazing dishes!!
google_mybusiness,nld,1,food,Het was heel lekker
google_mybusiness,nld,-1,food,Het is koud he
facebook,nld,1,food,Echt genoten van het gebraden kippen-aanbod!!!
google_mybusiness,eng,1,food,Mega burgers
google_mybusiness,deu,1,service;food;innovation,"Gute Burger,netter Service, zu jedem Hauptgang gibt es eine Bierempfehlung. Uns hat es gut gefallen"
google_mybusiness,eng,1,food;service,Tasty burgers and beer. Good service as well.
google_mybusiness,eng,1,experience;food;value,The lunch time set menu is great and very good value for realy good food
facebook,nld,1,experience;value;reputation,Set menu good valueRecommended
google_mybusiness,eng,-1,value;food,"A bit pricey for the small portions, but the food was tasty. Unfortunately no pints only bottled beers."
facebook,eng,1,experience;food;service,great service and lovely food
facebook,eng,1,experience;food;service,amazing food  good service  dessert to die for
google_mybusiness,und,1,environment,Genial
google_mybusiness,nld,-1,food,Niet te vreten zo slecht. Echt geen aanrader voor wie iets meer als een straat pita gewend is. En dan blijkt dat hier nog onetisch te zijn ook. Wij willen geen mishandeld eten !
google_mybusiness,nld,1,food,Heerlijke vol-au-vent!
google_mybusiness,nld,0,food;service,Gerecht was koud toen het geserveerd werd. Dit werd wel onmiddellijk rechtgezet. De zaalmedewerkster vergat om de drankjes te brengen.
google_mybusiness,nld,1,food;environment;value,"Lekker, schaffelijke prijs en leuke setting!"
google_mybusiness,spa,1,food;environment,Lekker en leuk concept. Porties mogen wel groter.
facebook,nld,1,food,Lekkere wrap kip gegeten. Heel lekkeren zeker genoeg. 😊
google_mybusiness,nld,1,environment,Heel goed om eens rustig te gaat eten. Gezellige sfeer.
google_mybusiness,eng,-1,experience;reputation;food;service,"All I have to say is that the service from the managers was very apalling. Served me something that wasn't advertised correctly and when I told them about it they didn't handle it properly. Food was below mediocre, so not a place I would recommend."
google_mybusiness,nld,1,food;service;environment,"Super lekker gegeten in een gezellige setting met vriendelijke bediening. Eenvoudig concept, uitstekend uitgevoerd. Topper en aanrader."
google_mybusiness,eng,1,experience;service;reputation,"Fantastic service as always, great food - not oily. I’ve tried nearly everything on the menu and have not been disappointed. Will of course keep coming back. Shout out to Paula - great service and a smile . Very tasty and well presented staff very helpfully and friendly we will be returning soon Definitely recommended"
google_mybusiness,eng,1,experience,Their food has less carbohydrates and I love that
google_mybusiness,eng,1,experience;value;food;service,"Food is fantastic, very well priced, clean, great staff. Very satisfying and will definitely return"
facebook,eng,1,experience;food,"Love this is place, great food great cocktails."
facebook,eng,1,experience;food;service;value,"The food and the staff were amazing, huge portion size food really tasty and service with a smile 😊4 ⭐️"
facebook,eng,1,experience;service;food;value,"Fantastic service, friendly staff, good food at affordable prices"
facebook,eng,1,experience;reputation;service,"Another great meal, highly recommend this place, amazing menu and service, our waitress tonight was awesome, thanks"
google_mybusiness,eng,-1,experience;value,"The ""Mixed Grill"" was chocolate, tiny steak, tiny chicken few chips.. really not worth the price you pay. If I had of known how small of a portion it was I wouldn't have bothered at all."
facebook,eng,1,experience;food,Lovely meal at Middletown’s last night.  Sticky ribs were possibly the best I’ve had. Will be back.
google_mybusiness,eng,1,experience;environment;food;service,"The name is misleading, they actually do a wide variety of food, it's worth looking at the menu as we would never have gone to a 'Steakhouse'. Set in the old bank, it really is quite ostentatious surroundings, but the food and service were tremendous"
google_mybusiness,eng,-1,experience;food;consistency,"I have been a frequent visitor to Middletons Watford and have enjoyed the experience every time. However, on my most recent visit, the experience was very poor. There was 5 of us, including my young son.The food; I’m not sure what to say except that the quality and attention to detail has really gone down. Our starters were luke warm and had shrunk in portion size. My son’s garlic bread came out last. Then the mains, well we ordered 4 steak’s and a main from the kids menu. Despite asking for all 4 steaks to be cooked medium, they all varied with one being under cooked. This had to be sent back. My children’s meals came last, again, and I had to remind the staff that we were still waiting for these ! Our onion rings were stale/hard and the mushrooms looked as if they’d been sat there all day.I’d expect this inconsistency from other main stream restaurant / grills however not Middletons. I’ve never had to send a steak back before let alone have 4 steaks that weren’t cooked to our liking. It was just a bit too sloppy :(I don’t know what’s changed at Middletons, maybe new kitchen staff, but I won’t be going back there in a hurry. Sort it out Middletons !!!"
google_mybusiness,eng,0,food;service,"Starters were OK, main course was good. Steak was nice, ribs were lovely and soft. Dessert was a disaster, had to send an ice cream sundae back twice because the cream was bad. Creme brulee was missing that crunch you'd expect. Staff were friendly and helpful though."
facebook,eng,1,experience;food,If you like steak - this is a great place to eat.
google_mybusiness,eng,0,service;food,"Food was good but the service was slow tonight,  we had to book our food before we arrived so would expect the food on time. I know 2 of our party were late but waiting 45 minutes was too long."
google_mybusiness,eng,0,food;service,Food  good  slow  service
google_mybusiness,eng,-1,experience;food;value,"Have to change my review. Had to cut lobster with a steak knife. Mussels tiny. Everything well over seasoned with garlic. Felt that sick, couldn't finish my drink, had to drink coffee. Spoilt whole night. The manageress, did explain everything in all their restaurants was cooked from the same instructions from the same book. So if I had another one, it would be the same. Does this book allow for size? Ive never heard someone try to justify, bad cooking before! One star for the lovely waitress and one for getting my money back. Nobody was impressed with the food. A lot of money. Poor quality produce. Bad cooking."
facebook,eng,1,experience;food,10oz filet cooked perfect
